Recommendation ID,Recommendation Category,Implementation Group,"Aggregate Risk Level (Network Exposure, Data Level, RTO, Audience)",Recommendation Description,"Policy Defined - From No Policy, to Informal Policy to Fully Approved Policy","Control Implemented - From not implemented, to somewhat implemented, to fully implemented","Control Automated - From not automated, to partially automated, to fully automated","Control Reported - From not reported on, to partially reported on, to fully reported on",Assigned To,Validation Date,Notes/Evidence,CIS v8 Safeguards,NIST CSF Subcategories,Details
AI-ACC-06,Layer 5: Access Session,IG 2,2-Medium,"Implement Context-Aware Authentication (e.g. typing cadence, location)",0,0,0,0,,,,"6.1, 6.8",PR.AA,"Detailed Description:
Context-aware authentication is a security method that evaluates real-time situational factors—such as user location, device health, time of access, and behavioral patterns like typing cadence—to determine the legitimacy of a login attempt. Unlike traditional static credentials, it uses a risk-based engine to dynamically grant seamless access for low-risk behavior or require additional verification (step-up authentication) when anomalies are detected.

Why AI Compounds Risk:
AI exacerbates authentication risks by enabling cybercriminals to launch sophisticated, automated attacks at scale, such as using generative AI to create realistic deepfakes for social engineering or utilizing machine learning to bypass traditional bot detection and execute high-speed credential stuffing.

Examples:
1. To implement this in a corporate environment, start by defining granular access policies that require multi-factor authentication (MFA) or block access entirely when employees attempt to reach sensitive financial systems from unrecognized geographic locations or unmanaged personal devices.
2. Integrate a risk-analysis engine that uses machine learning to establish a behavioral baseline for each employee, such as their typical working hours and network types, so the system can automatically flag and challenge ""impossible travel"" scenarios or logins occurring at highly unusual times.
3. Deploy continuous access evaluation (CAEP) across the identity stack to monitor active sessions in real-time; if a device's security posture changes—such as an antivirus being disabled or a switch to an unsecured public Wi-Fi—the system can immediately revoke access or trigger a re-authentication prompt."
AI-AUTH-05,Layer 5: Access Session,IG 2,2-Medium,"Monitor external threat intelligence and dark web sources for compromised employee credentials, and enforce automated password resets for exposed accounts.",0,0,0,0,,,,"5.2, 7.1","ID.RA, DE.CM","Detailed Description:
Implement continuous monitoring of third-party data breaches, dark web marketplaces, and public paste sites for exposed corporate email addresses and passwords. When a compromised credential belonging to an employee is detected, the system should automatically invalidate the current session, force a mandatory password reset, and require re-enrollment or reverification of MFA.

Why AI Compounds Risk:
Adversaries use AI-driven data processing tools to rapidly ingest, normalize, and cross-reference multi-terabyte credential dumps from the dark web. Instead of manually testing passwords, AI allows attackers to instantly correlate leaked personal passwords with corporate email formats and automatically orchestrate credential stuffing attacks at scale across thousands of endpoints. If an organization does not detect and reset a leaked password faster than the AI can test it, an account compromise is almost guaranteed.

Examples:
1. Integrate Identity Protection services (like Microsoft Entra ID Protection or Okta Insights) that automatically cross-reference user passwords against known breached password databases during sign-in.
2. Subscribe to an external Threat Intelligence or Digital Risk Protection (DRP) service (e.g., Recorded Future, HaveIBeenPwned API) to alert the SOC whenever corporate domains appear in fresh credential drops.
3. Configure conditional access policies to automatically flag a user's risk level as ""High"" upon a credential leak discovery, immediately blocking access until a secure password reset is completed via a verified MFA prompt."
AI-ACC-07,Layer 5: Access Session,IG 3,1-High,Enable device-bound/session-bound token protections (where supported) to reduce replay of stolen session tokens,0,0,0,0,,,,"6.1, 6.8",PR.AA,"Detailed Description:
Implement modern device-bound or session-bound token protections, where access tokens or session cookies are tightly bound to the specific trusted hardware device or endpoint that performed the initial authentication. This ensures that even if a session cookie is stolen, it cannot be easily replayed or used from a different, untrusted machine. 

*Defense-in-Depth Context:* While other controls in this framework (such as AI-GOV-04, AI-ACC-04, and AI-ACC-05) focus on detect-and-respond capabilities—monitoring for session risk and actively revoking access upon anomaly detection—this control acts as a strict preventative measure. It validates the cryptographic or hardware binding before a compromised token can ever be successfully replayed.

Why AI Compounds Risk:
AI accelerates the deployment and scale of Adversary-in-the-Middle (AiTM) phishing campaigns. These automated toolkits intercept and steal session tokens immediately after a user successfully completes an MFA prompt. Once the session cookie is stolen, automated AI bots can rapidly replay it from their own infrastructure to completely bypass MFA. Device-bound tokens neutralize this threat by ensuring the stolen token is rejected outside the victim's validated physical device.

Examples:
1. Enable identity provider (IdP) features that bind session tokens to a registered endpoint's trusted hardware module or perform continuous device health attestation.
2. Implement advanced passwordless or hardware-bound authentication flows (like FIDO2/WebAuthn) that inherently tie session continuity to the original authorized endpoint.
3. Enforce continuous access evaluation policies that instantly revoke sessions if IP address, location, or device fingerprint anomalies are detected, acting as a compensating control when strict hardware binding is not fully supported."
AI-END-01,Layer 6: Endpoint Presentation,IG 1,2-Medium,Harden Script Execution: Restrict script execution (PowerShell/Python/JS) to only digitally signed scripts and enforce allowlists for trusted script paths to block AI-generated droppers.,0,0,0,0,,,,7.1,PR.PS,"Detailed Description:
Hardening script execution involves configuring the operating system to only run scripts that have been digitally signed by a trusted authority and limiting execution to specific, pre-approved file paths. This prevents unauthorized or malicious code from running even if it is successfully delivered to an endpoint.

Why AI Compounds Risk:
AI exacerbates this risk by enabling attackers to rapidly generate unique, sophisticated malware droppers and obfuscated scripts that can bypass traditional signature-based antivirus or heuristic detections. Because AI can create endless variations of scripts, relying on reactive detection is insufficient; proactive execution control is required to block these untrusted, AI-generated payloads.

Examples:
1. Configure PowerShell execution policies to AllSigned via Group Policy Objects (GPO) to ensure only scripts signed by the corporate Certificate Authority or trusted vendors can run.
2. Implement application control solutions to enforce an allowlist that restricts script execution to specific, read-only directories like C:\\Program Files\\ where users cannot save AI-generated files.
3. Utilize an endpoint management tool to deploy and manage code-signing certificates to all internal developers, ensuring that custom administrative or automation scripts are signed before deployment to production environments."
AI-END-02,Layer 6: Endpoint Presentation,IG 1,2-Medium,Automate Macro and Script Disablement for non-admin users,0,0,0,0,,,,4.1,PR.PS,"Detailed Description:
Automating macro and script disablement for non-admin users involves using centralized management tools to enforce security policies that prevent unauthorized or malicious code from executing. This recommendation focuses on removing the decision-making process from the end user by programmatically blocking macros—particularly those from the internet—and restricting script execution to only those that are digitally signed or located in verified trusted folders.

Why AI Compounds Risk:
AI exacerbates this risk through automated prompt injection where malicious instructions are hidden within document macros to manipulate AI models. These ""Trojan horse"" documents can trick AI-powered systems into leaking sensitive data, bypassing security filters, or misclassifying malware as safe. Furthermore, AI can generate highly professional, functional code that contains subtle, hard-to-detect security flaws, leading developers to trust and execute potentially dangerous scripts.

Examples:
1. Use Group Policy Objects (GPO) in Active Directory to enable the ""Block macros from running in Office files from the Internet"" setting across all non-admin workstations.
2. Configure the productivity suite's security settings via administrative templates to set the default macro behavior to ""Disable all macros except digitally signed macros,"" ensuring only verified code can run.
3. Implement PowerShell Execution Policies through centralized management to restrict script execution to ""AllSigned,"" which requires all scripts to be signed by a trusted publisher before they can be executed by a user."
AI-END-03,Layer 6: Endpoint Presentation,IG 1,3-Low,Enforce Automated Patch Management for OS and 3rd-party apps,0,0,0,0,,,,7.1,PR.PS,"Detailed Description:
Automated patch management is the process of using software to automatically identify, download, test, and deploy updates for operating systems and third-party applications. This lifecycle includes scanning endpoints for missing patches, prioritizing them based on severity, and verifying successful installation to ensure systems remain secure and stable without requiring constant manual intervention from IT teams.

Why AI Compounds Risk:
AI exacerbates cybersecurity risks by enabling attackers to rapidly discover vulnerabilities and automate the creation of sophisticated exploits in as little as an hour after a CVE is released. This drastically shrinks the window of opportunity for defenders, making traditional monthly manual patching cycles insufficient against AI-driven threats that can target multiple systems simultaneously and bypass standard defenses.

Examples:
1. Implement a ring-based deployment strategy where patches are first automatically rolled out to a small pilot group of non-critical systems for 24-48 hours of monitoring before proceeding to the broader production environment.
2. Define granular, policy-driven workflows that automatically approve and schedule critical security updates for high-risk third-party applications like web browsers and document readers during pre-defined maintenance windows.
3. Integrate automated reporting and compliance dashboards that provide real-time visibility into patch status across the entire enterprise, allowing IT teams to quickly identify and remediate any failed installations or unpatched endpoints."
AI-END-04,Layer 6: Endpoint Presentation,IG 2,2-Medium,Deploy Advanced Behavioral Telemetry: Implement high-fidelity logging (e.g. Sysmon-style) to capture process creation and network connections used by AI-assisted malware that evades signature-based AV.,0,0,0,0,,,,"10.1, 10.5","DE.CM, PR.MA","Detailed Description:
Recommendation Explanation: This strategy involves deploying high-resolution monitoring tools like advanced system monitors to record granular system activities that standard logs often miss. By capturing detailed telemetry on process creations (including command-line arguments and file hashes) and network connections (source/destination IPs and ports), security teams can gain the deep visibility necessary to identify malicious behavior that does not match known attack signatures.

Why AI Compounds Risk:
Why AI Exacerbates Risk: AI allows malware to become polymorphic and adaptive, enabling it to dynamically rewrite its own source code, obfuscate payloads, and mimic legitimate software behavior in real-time. Because these AI-assisted threats can continuously evolve to bypass static, signature-based antivirus detections, organizations must rely on behavioral telemetry to spot the subtle, underlying anomalies in system execution and network traffic that signal an active intrusion.

Examples:
1. Standardize advanced system monitoring deployment across all Windows endpoints using Group Policy or automated scripting, utilizing a community-vetted configuration to balance high-signal visibility with manageable log volume.
2. Integrate high-fidelity telemetry streams into a centralized Security Information and Event Management (SIEM) solution to correlate process execution data with network logs, enabling the detection of complex, multi-stage AI-driven attacks.
3. Configure advanced behavioral analytics platforms to establish a baseline of normal user and system activity, then set automated alerts for high-risk telemetry events, such as unauthorized PowerShell execution or unusual credential access attempts in memory."
AI-END-05,Layer 6: Endpoint Presentation,IG 2,2-Medium,Remove or highly manage local admin and installation rights,0,0,0,0,,,,"10.1, 10.5","DE.CM, PR.MA","Detailed Description:
Removing local admin rights involves transitioning users from administrative accounts to standard user accounts to enforce the principle of least privilege. This prevents users from performing high-risk actions like installing unauthorized software, disabling security controls, or modifying critical system files, which significantly reduces the organization's attack surface.

Why AI Compounds Risk:
AI exacerbates this risk because automated attack tools and agentic AI can exploit elevated privileges to move laterally through a network, disable AI-driven endpoint protections, and execute malicious code at machine speed. If an AI agent or a compromised account has admin rights, it can weaponize the system against the organization more efficiently than a human attacker.

Examples:
1. Implement Just-In-Time access solutions that provide temporary, time-bound elevated privileges only for specific approved tasks, automatically revoking them once the task is complete.
2. Use Group Policy Objects or Mobile Device Management tools to centrally manage and ""flush"" local administrator groups, ensuring only authorized domain accounts have elevated access.
3. Deploy Privileged Access Management or Endpoint Privilege Management software to allow ""policy-based elevation,"" which lets standard users run specific, pre-approved applications with administrative rights without giving the user full control over the OS."
AI-END-06,Layer 6: Endpoint Presentation,IG 2,3-Low,Deploy AI-Driven EDR/XDR for behavioral process termination,0,0,0,0,,,,"10.1, 10.5","DE.CM, PR.MA","Detailed Description:
AI-driven Endpoint Detection and Response (EDR) and Extended Detection and Response (XDR) use machine learning and behavioral analysis to monitor system activities in real time. Unlike signature-based tools, these solutions identify suspicious process behaviors—such as unauthorized lateral movement or fileless malware execution—and automatically terminate those processes to contain threats before they can cause damage.

Why AI Compounds Risk:
AI exacerbates cybersecurity risks because attackers can use it to automate and scale sophisticated threats, such as generating polymorphic malware that evolves to evade traditional defenses or crafting highly convincing, automated phishing campaigns. This increased speed and complexity of attacks reduce the time security teams have to react manually, making automated, AI-driven response a necessity.

Examples:
1. Implement a pilot program by deploying AI-driven agents on a high-risk subset of corporate endpoints, such as executive laptops and servers housing sensitive data, to baseline normal activity before full rollout.
2. Integrate the XDR platform with existing Identity and Access Management (IAM) and network firewalls to ensure that when a behavioral process is terminated, associated user credentials can be automatically suspended and malicious IPs blocked across the entire network.
3. Establish automated response playbooks within the security operations center (SOC) that define specific thresholds for autonomous process termination versus those requiring human-in-the-loop intervention for mission-critical applications."
AI-END-07,Layer 6: Endpoint Presentation,IG 2,3-Low,Utilize File Integrity Monitoring (FIM) for critical OS files,0,0,0,0,,,,4.1,PR.PS,"Detailed Description:
File Integrity Monitoring (FIM) is a security process that validates the integrity of critical operating system and application files by comparing their current state against a known, trusted baseline. It uses cryptographic hashes to detect unauthorized creations, deletions, or modifications to file content, permissions, and attributes, triggering alerts for security teams to investigate potential tampering or corruption.

Why AI Compounds Risk:
AI exacerbates the risk to critical files by enabling more sophisticated, automated, and stealthy cyberattacks that can occur at a scale and speed traditional manual monitoring cannot match. AI-driven malware can use advanced techniques to obfuscate attacks or compromise privileged accounts, while the rapid deployment of complex AI systems themselves can create new security gaps and unintended configuration changes that increase the overall attack surface.

Examples:
1. Implement FIM by deploying a centralized security platform, such as an EDR or SIEM solution, to automatically scan and establish cryptographic baselines for all core OS directories and registry keys.
2. Define granular monitoring policies that distinguish between expected administrative updates and anomalous changes, using automated ""who-data"" attribution to identify the specific user or process responsible for every modification.
3. Integrate FIM alerts with an automated Incident Response or SOAR workflow to immediately quarantine compromised endpoints or roll back unauthorized changes to a secure state."
AI-END-08,Layer 6: Endpoint Presentation,IG 3,3-Low,Deploy Data Loss Prevention (DLP) to monitor formatted file exfiltration,0,0,0,0,,,,4.1,PR.PS,"Detailed Description:
Deploying Data Loss Prevention (DLP) to monitor formatted file exfiltration involves using security tools to identify, track, and block the unauthorized transfer of structured and unstructured files (such as PDF, DOCX, or XLSX) across endpoints, networks, and cloud environments.

Why AI Compounds Risk:
Traditional DLP uses content awareness (scanning for patterns like Social Security numbers) and context analysis (inspecting file metadata like size and format) to enforce security policies and prevent sensitive data from leaving the corporate perimeter via email, USB, or web uploads.

Examples:
1. AI exacerbates this risk because generative AI tools can easily ingest, summarize, or paraphrase sensitive formatted documents, allowing users to inadvertently or maliciously exfiltrate proprietary information through natural language prompts that bypass simple keyword-based filters.
2. Use Endpoint DLP agents on corporate laptops to monitor and block users from copying sensitive formatted files to unauthorized USB drives or uploading them to personal cloud storage accounts.
3. Implement Network DLP to inspect outbound email attachments and web traffic in real time, automatically encrypting or blocking files that contain regulated data like PII or intellectual property.
4. Integrate Cloud-native DLP with SaaS platforms like enterprise productivity suites to audit file sharing permissions and prevent sensitive documents from being shared with external, unauthorized email addresses."
AI-END-09,Layer 6: Endpoint Presentation,IG 3,3-Low,Configure Application Allow-listing to block untrusted executables,0,0,0,0,,,,"2.1, 10.7",PR.PS,"Detailed Description:
Application allowlisting is a proactive security strategy that involves creating an index of approved software applications and files authorized to execute on a system. It operates on a ""default deny"" principle, meaning any application or process not explicitly included on the list is automatically blocked, effectively preventing the execution of malware, ransomware, and unauthorized scripts.

Why AI Compounds Risk:
AI exacerbates this risk by enabling attackers to rapidly generate sophisticated, never-before-seen malware and automated ""living-off-the-land"" attacks that can evade traditional signature-based detection. Because AI-driven threats are dynamic and unknown, the traditional method of blocking known ""bad"" files is insufficient, making the ""allow only known good"" approach of allowlisting essential to stop these emerging threats.

Examples:
1. Use cryptographic hashing to identify trusted applications, ensuring that even if a malicious file is renamed to match a legitimate one, it will be blocked because its unique digital fingerprint does not match the allowlist.
2. Deploy a phased rollout starting with a ""monitoring mode"" to identify all necessary business applications and dependencies (such as libraries and scripts) before transitioning to ""enforcement mode"" to prevent business disruption.
3. Define granular access policies based on digital signatures from trusted publishers, allowing updates for standard business tools to run automatically while blocking unsigned or untrusted executables."
AI-MSG-01,Layer 6: Messaging/Web,IG 2,1-High,"Deploy Anomalous Attachment & Rare File Type Filtering to block unusual containers (e.g., ISO, IMG) used by AI-automated malware delivery.",0,0,0,0,,,,"9.1, 9.2",PR.IR,"Detailed Description:
Deploying anomalous attachment and rare file type filtering involves configuring email gateways and security agents to identify and block file extensions that are not typical for daily business operations, such as ISO, IMG, or VHD, which are frequently used to wrap and deliver malicious payloads while evading standard scanners.

Why AI Compounds Risk:
AI exacerbates this risk by enabling threat actors to automate the creation of polymorphic malware that changes its code structure every few seconds, allowing it to bypass signature-based detection and use these rare container files to hide its intent until execution.

Examples:
1. Use enterprise cloud email providers or similar mail flow rules to create a block-list for specific extensions like .iso, .img, .vhd, and .cab to prevent them from reaching user inboxes.
2. Configure advanced email security solutions that use machine learning to establish a baseline of normal sender behavior and flag any attachments that deviate from the established organizational norm.
3. Deploy endpoint protection platforms that utilize behavioral monitoring to detect and block the mounting or execution of unusual file types in real-time, regardless of whether the file hash is known to be malicious."
AI-MSG-02,Layer 6: Messaging/Web,IG 2,1-High,"Implement Behavioral Mailbox Intelligence to baseline user communication patterns (tone, frequency, habits) and flag AI-generated anomalies.",0,0,0,0,,,,"9.1, 9.2",PR.IR,"Detailed Description:
Behavioral Mailbox Intelligence uses machine learning to build a baseline of a user's typical communication patterns, including who they email, the frequency of contact, and the specific tone or ""graph"" of those relationships. By establishing this normal behavior, the system can identify and flag or block anomalies—such as a first-time contact or a sudden change in writing style—that suggest an impersonation or phishing attempt, even if the email passes traditional technical authentication like SPF or DKIM.

Why AI Compounds Risk:
AI exacerbates these risks by allowing attackers to generate hyper-personalized, grammatically perfect emails that mimic a specific individual's writing style and professional jargon at scale. Because these AI-generated messages lack the traditional ""red flags"" of phishing, such as poor spelling or suspicious links, they can easily bypass legacy signature-based filters that do not account for behavioral context.

Examples:
1. Enable Mailbox Intelligence and Intelligence for Impersonation Protection within native enterprise email security anti-phishing policies to allow the system to automatically build behavioral models and take action on detected impersonation attempts.
2. Integrate an AI-native security platform, such as a specialized API-based email security platform, which uses an API-based approach to analyze relationship patterns and identity deviations to protect against advanced business email compromise (BEC).
3. Configure specific protection for high-value targets or VIPs by adding their names and email addresses to the protected users list in anti-phishing policies, ensuring the system applies stricter behavioral scrutiny to emails claiming to be from these individuals."
AI-MSG-03,Layer 6: Messaging/Web,IG 2,1-High,Enforce Universal URL Unwrapping and deep link analysis for shortened or redirected URLs to reveal hidden AI-generated malicious destinations.,0,0,0,0,,,,"9.1, 9.2",PR.IR,"Detailed Description:
Universal URL Unwrapping involves expanding shortened or redirected links to their final destination before a user interacts with them, allowing security tools to inspect the underlying URL for threats. Deep link analysis specifically examines links that bypass homepages to point directly to specific app content or internal pages, ensuring these direct paths do not lead to malicious AI-generated sites or unauthorized data extraction points.

Why AI Compounds Risk:
AI exacerbates this risk by enabling attackers to rapidly generate high-quality, professional-looking phishing websites and unique, varied domains that can bypass traditional reputation-based filters. AI can also be used to automate the creation of sophisticated, personalized phishing emails and ""jailbreak"" legitimate AI agents into following and summarizing malicious links, making deceptive redirections much harder for both users and standard security systems to detect.

Examples:
1. Deploy email security solutions that automatically rewrite and sandbox all incoming links, using real-time ""unwrapping"" to check the final destination against threat intelligence databases before allowing the user to proceed.
2. Integrate endpoint or browser-level protection that forces shortened URLs to be unfurled and scanned in a secure environment, blocking access if the final destination is an unregistered or suspicious domain often used in AI-driven campaigns.
3. Implement mobile threat defense (MTD) or specialized deep-linking security providers to validate that App Links and Universal Links are correctly configured and lead to verified, authorized applications rather than malicious clones."
AI-APP-11,Layer 7: Application,IG 1,1-High,"Establish a secrets management baseline for AI stacks, mandating centralized secrets managers and prohibiting hardcoded API keys in repos, notebooks, and prompt templates.",0,0,0,0,,,,"16.2, 16.3","PR.DS, DE.CM","Detailed Description:
Establish a strict secrets management baseline across all AI development stacks and agent toolchains. This requires prohibiting the hardcoding of API keys, tokens, or credentials within source code repositories, Jupyter notebooks, prompt templates, or CI/CD logs. All sensitive credentials must be dynamically retrieved from a centralized enterprise secrets manager, and automated scanning must be implemented to detect and block leaked keys.

Why AI Compounds Risk:
AI development workflows are highly experimental and fast-paced. Data scientists and engineers frequently rely on Jupyter notebooks, prompt debugging tools, and local tracing environments to rapidly test external LLM APIs or agent integrations. These environments are notorious for inadvertently leaking long-lived API keys. If an adversary or automated bot scrapes a leaked LLM API key or an agent's backend token, they can instantly incur massive cloud compute costs (Denial of Wallet) or pivot directly into backend databases, entirely bypassing the organization's front-end AI security gateways and access controls.

Examples:
1. Integrate automated secret scanning tools (e.g., git-leaks, GitHub Advanced Security) into the CI/CD pipeline to detect and block commits containing hardcoded LLM API keys or autonomous agent tokens.
2. Mandate that all AI development environments and agent frameworks retrieve credentials dynamically at runtime via a centralized enterprise Secrets Manager, explicitly forbidding hardcoded credentials in Jupyter notebooks or prompt templates.
3. Configure automated redaction of sensitive credentials, API keys, and authorization headers within LLM observability platforms, tracing tools (like LangSmith/Phoenix), and prompt debugging logs."
AI-AGT-01,Layer 7: Application,IG 2,1-High,"Implement Agent tool-call governance through strict allowlists, schema validation, and human-in-the-loop approvals.",0,0,0,0,,,,"16.2, 16.4","PR.AC, PR.PT","Detailed Description:
Implement robust governance over autonomous AI agent tool-calling capabilities. This includes enforcing strict allowlists for accessible tools, real-time input/output schema validation, and explicitly defining ""Human-in-the-Loop"" (HITL) approval gates for high-risk actions.

High-ROI HITL Triggers:
To prevent silent data exfiltration or destructive actions, HITL cryptographic approvals must be triggered for:
- External Transmission: Any agent action that sends content to an external email/domain, external Slack/Teams tenant, webhook, or public URL.
- Export / Bulk Retrieval: Requests exceeding normal limits (e.g., retrieving >100 rows or chunks in a single session).
- Restricted Label Access: Any retrieval/summarization that touches data explicitly labeled as Restricted, Regulated, Legal, HR, Finance, or Security.
- Cross-Boundary Sharing: Attempting to share content across isolated departments (e.g., summarizing HR data and sending it to a non-HR channel).
- Privilege Boundary Crossing: An agent attempting to invoke an admin-only tool, elevated API, or privileged connector (even if read-only).
- Anomalous Tool Sequencing: A tool-call chain that hasn't been approved or seen before (e.g., ""RAG -> DB query -> File download -> Email send"").

Why AI Compounds Risk:
AI agents can autonomously invoke APIs, query databases, and execute code based on natural language instructions. If an agent is compromised via prompt injection, an attacker can hijack these tool-calling privileges to extract data, pivot internally, or execute unauthorized transactions. Unfettered tool access effectively turns an LLM into an unauthenticated Remote Code Execution (RCE) vector. 

Examples:
1. Restrict an AI agent's accessible tools to a tightly scoped allowlist (e.g., granting read-only DB access) rather than giving it broad, unfettered access to all enterprise APIs.
2. Implement strict, server-side JSON schema validation for all tool inputs to prevent an attacker from passing malicious payloads or SQL injections via a hijacked agent.
3. Require cryptographic ""human-in-the-loop"" MFA approvals before an agent can execute destructive actions or trigger any of the defined High-ROI events."
AI-APP-10,Layer 7: Application,IG 2,2-Medium,"Implement a centralized AI Gateway or Control Plane to broker, govern, and monitor all enterprise interactions with external LLMs and AI services.",0,0,0,0,,,,"16.4, 16.5","PR.PT, DE.CM","Detailed Description:
Deploy a centralized AI Gateway (or Control Plane) to broker, govern, and monitor all enterprise interactions with internal and external AI models. This gateway must centralize model access, enforce approved provider routing, aggregate telemetry/logging, perform inline DLP and prompt redaction, manage rate limiting, enforce content safety policies, and apply tenant restrictions.

Why AI Compounds Risk:
The rapid proliferation of Generative AI APIs and applications leads to massive ""Shadow AI"" adoption. If development teams and end-users connect directly to dozens of different LLMs, security enforcement becomes hopelessly fragmented across CASB, SWG, IdP, and individual application teams. A centralized AI gateway acts as a critical, unified chokepoint. It ensures that consistent security, privacy, and compliance guardrails (like prompt filtering and data redaction) are applied uniformly to all AI traffic at machine speed, regardless of the underlying model.

Examples:
1. Deploy an enterprise AI Gateway to intercept and inspect all API calls to external models, enforcing inline data redaction and prompt filtering before the payload leaves the network.
2. Configure rate limiting, quota management, and cost-control guardrails centrally at the gateway to prevent denial-of-wallet attacks or runaway autonomous agents from overwhelming API limits.
3. Enforce strict egress allowlisting and tenant-restriction headers via the gateway, ensuring employees and AI agents can only interact with sanctioned, enterprise-provisioned AI workspaces (rather than consumer instances)."
AI-APP-01,Layer 7: General Usage & AppSec Defense,IG 1,2-Medium,Enforce Strict Input Sanitization frameworks against AI fuzzing,0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
Enforce Strict Input Sanitization: This recommendation involves implementing robust frameworks to clean, filter, and validate all data entering an AI system to ensure it is free of malicious code, unexpected characters, or hidden instructions. It acts as a primary defense by neutralizing threats like prompt injection, SQL injection, and cross-site scripting (XSS) before they reach the model or underlying infrastructure.

Why AI Compounds Risk:
AI Risk Exacerbation: Generative AI increases the complexity of input threats because attackers can use AI-powered fuzzing to automatically generate thousands of ""innocent-looking"" but structurally plausible inputs that exploit a model's probabilistic logic. These automated attacks can identify subtle triggers—such as specific formatting symbols or context-shifting phrases—at a scale and speed that manual security testing cannot match, making traditional static defenses insufficient.

Examples:
1. Implement Action-Selector Patterns: Force AI agents to output strictly typed JSON schemas with predefined action IDs rather than open-ended natural language. This treats the model's output as data rather than executable instructions, effectively freezing control flow and preventing semantic manipulation of downstream functions.
2. Deploy AI-SPM and WAF Tools: Utilize AI-Security Posture Management (AI-SPM) tools to gain visibility into the AI supply chain and identify risks in third-party frameworks. Combine this with Web Application Firewalls (WAF) configured to detect anomalous input patterns and block known adversarial sequences before they are processed.
3. Use Structural Spotlighting: Implement ""spotlighting"" techniques to mathematically or structurally delimit untrusted user data from privileged system instructions. If the system detects an input attempting to ""break out"" of its assigned zone to influence the operational plan, the workflow is automatically halted to prevent unauthorized actions."
AI-APP-02,Layer 7: General Usage & AppSec Defense,IG 1,3-Low,Monitor employee devices and networks to block the use of unsanctioned or hidden 'Shadow AI' apps.,0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
Detailed Explanation: This recommendation focuses on gaining visibility and control over the unauthorized use of artificial intelligence tools, often called Shadow AI, by monitoring corporate endpoints and network traffic. It involves identifying unapproved standalone applications, browser extensions, and hidden AI features within sanctioned software that employees use without IT oversight. By monitoring these access points, organizations can enforce security policies, prevent the input of sensitive data into external models, and mitigate risks related to data residency and compliance.

Why AI Compounds Risk:
Why AI Exacerbates Risk: Unlike traditional software, AI models are designed to ingest and process data to generate outputs, and many consumer-grade tools use these inputs for further training, potentially leading to the permanent exposure of proprietary information. The ease of access via browsers and the rapid, often silent, integration of AI features into existing SaaS platforms make it difficult for traditional IT asset management to keep pace. Furthermore, the unpredictable nature of AI outputs and the lack of audit trails for these interactions create significant blind spots for security and compliance teams.

Examples:
1. Corporate Implementation Examples:
2. Deploy Cloud Access Security Brokers (CASB) or intercepting proxies to analyze network traffic and DNS queries for signatures of known AI platforms and APIs.
3. Utilize Endpoint Detection and Response (EDR) or browser monitoring tools to identify locally installed AI agents and browser extensions used for unauthorized tasks like code debugging or document summarization.
4. Implement Data Loss Prevention (DLP) rules that use regex or sensitive data identifiers to block the pasting of confidential information, such as source code or PII, into web-based AI chat interfaces."
AI-APP-03,Layer 7: General Usage & AppSec Defense,IG 2,2-Medium,Deploy Advanced Bot Management (invisible or behavioral CAPTCHAs),0,0,0,0,,,,16.11,"PR.NW, PR.DS","Detailed Description:
Deploying advanced bot management involves using machine learning and behavioral analysis to distinguish between legitimate human users, benign bots, and malicious automated threats. This approach utilizes invisible, frictionless challenges and telemetry (like mouse movements or typing patterns) to block sophisticated attacks such as account takeovers, scraping, and DDoS without interrupting the user experience.

Why AI Compounds Risk:
AI exacerbates bot-related risks by enabling attackers to create ""almost-human"" bots that can mimic real user behavior, solve traditional CAPTCHAs, and bypass static security rules at unprecedented speed and scale. These AI-driven bots are more adaptive, making it harder for traditional Web Application Firewalls (WAFs) to detect them using only IP reputation or basic fingerprinting.

Examples:
1. Integrate a bot management solution with an existing Web Application Firewall (WAF) to apply real-time behavioral scoring to all incoming web and mobile traffic.
2. Implement invisible, risk-based challenges on high-value pages such as login, checkout, and account creation to stop automated fraud.
3. Configure granular security policies that trigger different automated responses—such as blocking, rate-limiting, or serving a honey pot—based on the specific bot score and intent identified by the detection engine."
